MRW-Nummer;Seriennummer;Kanal;Korrekturwert bei -30°C;Korrekturwert bei -25°C;Korrekturwert bei -20°C;Korrekturwert bei -15°C;Korrekturwert bei -10°C;Korrekturwert bei -5°C;Korrekturwert bei 0°C;Korrekturwert bei 5°C;Korrekturwert bei 10°C;Korrekturwert bei 15°C;Korrekturwert bei 20°C;Korrekturwert bei 0°C;Korrekturwert bei 5°C;Korrekturwert bei 10°C;Korrekturwert bei 15°C;Korrekturwert bei 20°C;Korrekturwert bei 25°C;Korrekturwert bei 30°C;Korrekturwert bei 35°C;Korrekturwert bei 40°C;Korrekturwert bei 45°C;Korrekturwert bei 50°C;Korrekturwert bei 55°C;Korrekturwert bei 60°C;Korrekturwert bei 65°C;Korrekturwert bei 70°C
52878;2241-021-021;0;74;66;58;50;43;36;29;22;15;7;0;-8;-16;-24;-32;-39;-47;-54;-64;-74;-84
