MRW-Nummer;Seriennummer;Kanal;Korrekturwert bei -30°C;Korrekturwert bei -25°C;Korrekturwert bei -20°C;Korrekturwert bei -15°C;Korrekturwert bei -10°C;Korrekturwert bei -5°C;Korrekturwert bei 0°C;Korrekturwert bei 5°C;Korrekturwert bei 10°C;Korrekturwert bei 15°C;Korrekturwert bei 20°C;Korrekturwert bei 0°C;Korrekturwert bei 5°C;Korrekturwert bei 10°C;Korrekturwert bei 15°C;Korrekturwert bei 20°C;Korrekturwert bei 25°C;Korrekturwert bei 30°C;Korrekturwert bei 35°C;Korrekturwert bei 40°C;Korrekturwert bei 45°C;Korrekturwert bei 50°C;Korrekturwert bei 55°C;Korrekturwert bei 60°C;Korrekturwert bei 65°C;Korrekturwert bei 70°C
0;;0;74;67;60;52;45;37;30;23;15;8;0;-7;-14;-22;-29;-37;-44;-51;-59;-66;-74
