MRW-Nummer;Seriennummer;Kanal;Korrekturwert bei -30°C;Korrekturwert bei -25°C;Korrekturwert bei -20°C;Korrekturwert bei -15°C;Korrekturwert bei -10°C;Korrekturwert bei -5°C;Korrekturwert bei 0°C;Korrekturwert bei 5°C;Korrekturwert bei 10°C;Korrekturwert bei 15°C;Korrekturwert bei 20°C;Korrekturwert bei 0°C;Korrekturwert bei 5°C;Korrekturwert bei 10°C;Korrekturwert bei 15°C;Korrekturwert bei 20°C;Korrekturwert bei 25°C;Korrekturwert bei 30°C;Korrekturwert bei 35°C;Korrekturwert bei 40°C;Korrekturwert bei 45°C;Korrekturwert bei 50°C;Korrekturwert bei 55°C;Korrekturwert bei 60°C;Korrekturwert bei 65°C;Korrekturwert bei 70°C
0;2241-021-021;1;54;44;36;29;23;18;14;10;8;4;0;-2;-5;-7;-9;-11;-13;-16;-20;-23;-26
